,x_axial.100.0,x_axial.125.0,x_axial.200.0
2,746.7335,1406.414,1402.271
3,984.7812,1890.0520000000001,1904.585
4,1075.704,2036.0479999999998,2082.8779999999997
5,1014.8739999999999,1895.396,1993.628
6,862.7739,1544.626,1719.598
7,402.6637,603.169,604.1046
8,506.0614,836.0452,846.2051
9,579.2994,989.1803,1017.7560000000001
10,611.6122,1042.802,1098.637
11,609.8235,1016.322,1106.085
